Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6.0,A6,regular gasoline,16.0,10.9,13.7,21.0,322.0
BUICK,ENCORE (LUV Engine),SUV - SMALL,1.4,4.0,AS6,regular gasoline,9.3,7.2,8.3,34.0,194.0
BUICK,ENCORE (LE2 Engine),SUV - SMALL,1.4,4.0,AS6,regular gasoline,8.6,7.1,7.9,36.0,185.0
BUICK,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4.0,AS6,regular gasoline,9.8,7.7,8.8,32.0,208.0
BUICK,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4.0,AS6,regular gasoline,8.9,7.6,8.3,34.0,196.0
BUICK,ENVISION AWD,SUV - SMALL,2.5,4.0,A6,regular gasoline,11.1,8.4,9.9,29.0,232.0
BUICK,LACROSSE,MID-SIZE,3.6,6.0,AS8,regular gasoline,11.2,7.5,9.5,30.0,224.0
BUICK,LACROSSE AWD,MID-SIZE,3.6,6.0,AS8,regular gasoline,11.6,8.1,10.0,28.0,235.0
BUICK,REGAL,MID-SIZE,2.0,4.0,AS6,premium gasoline,11.5,8.0,9.9,29.0,233.0
BUICK,REGAL AWD,MID-SIZE,2.0,4.0,AS6,premium gasoline,12.1,8.9,10.7,26.0,250.0
BUICK,VERANO,COMPACT,2.4,4.0,AS6,regular gasoline,11.3,7.6,9.7,29.0,226.0
CADILLAC,ATS,COMPACT,2.0,4.0,AS8,premium gasoline,10.6,7.7,9.3,30.0,217.0
CADILLAC,ATS,COMPACT,2.0,4.0,M6,premium gasoline,11.8,8.0,10.1,28.0,236.0
CADILLAC,ATS,COMPACT,2.5,4.0,AS8,regular gasoline,10.7,7.4,9.2,31.0,216.0
CADILLAC,ATS,COMPACT,3.6,6.0,AS8,regular gasoline,11.6,8.0,10.0,28.0,234.0
CADILLAC,ATS AWD,COMPACT,2.0,4.0,AS8,premium gasoline,10.8,7.9,9.5,30.0,222.0
CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS8,regular gasoline,12.2,8.6,10.6,27.0,248.0
CADILLAC,ATS-V,COMPACT,3.6,6.0,AS8,premium gasoline,13.9,9.4,11.9,24.0,279.0
CADILLAC,ATS-V,COMPACT,3.6,6.0,M6,premium gasoline,14.4,10.4,12.6,22.0,295.0
CADILLAC,CT6,FULL-SIZE,2.0,4.0,AS8,premium gasoline,11.0,7.8,9.5,30.0,223.0
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6.0,AS8,premium gasoline,13.0,9.1,11.2,25.0,263.0
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6.0,AS8,regular gasoline,12.8,8.8,11.0,26.0,259.0
CADILLAC,CTS,MID-SIZE,2.0,4.0,AS8,premium gasoline,11.0,7.8,9.5,30.0,223.0
CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,regular gasoline,11.6,8.0,10.0,28.0,234.0
CADILLAC,CTS AWD,MID-SIZE,2.0,4.0,AS8,premium gasoline,11.2,8.2,9.8,29.0,229.0
CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,regular gasoline,12.2,8.6,10.6,27.0,248.0
CADILLAC,CTS Vsport,MID-SIZE,3.6,6.0,AS8,premium gasoline,15.0,9.9,12.7,22.0,299.0
CADILLAC,CTS-V,MID-SIZE,6.2,8.0,AS8,premium gasoline,16.5,11.1,14.0,20.0,329.0
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8.0,A8,premium gasoline,16.1,11.7,14.1,20.0,331.0
CADILLAC,XT5,SUV - SMALL,3.6,6.0,AS8,regular gasoline,12.1,8.6,10.5,27.0,245.0
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6.0,AS8,regular gasoline,12.9,8.9,11.1,25.0,260.0
CADILLAC,XTS,FULL-SIZE,3.6,6.0,AS6,regular gasoline,13.2,8.5,11.1,25.0,260.0
CADILLAC,XTS AWD,FULL-SIZE,3.6,6.0,AS6,regular gasoline,13.7,9.0,11.6,24.0,272.0
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6.0,AS6,premium gasoline,15.0,10.3,12.8,22.0,299.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,10.9,7.7,9.5,30.0,222.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,M6,premium gasoline,11.9,8.0,10.1,28.0,236.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,AS8,regular gasoline,12.3,8.6,10.6,27.0,249.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,M6,regular gasoline,14.4,8.4,11.7,24.0,274.0
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8.0,AS8,premium gasoline,14.2,8.7,11.7,24.0,273.0
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8.0,M6,premium gasoline,14.3,9.4,12.1,23.0,284.0
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8.0,AS10,premium gasoline,19.0,11.6,15.6,18.0,367.0
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8.0,M6,premium gasoline,17.2,12.0,14.9,19.0,349.0
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,regular gasoline,9.8,9.0,9.4,30.0,220.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4.0,A6,regular gasoline,12.0,9.2,10.7,26.0,252.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4.0,M6,regular gasoline,12.2,9.2,10.9,26.0,254.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4.0,A6,diesel,10.8,7.9,9.5,30.0,255.0
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6.0,A8,regular gasoline,13.4,9.6,11.7,24.0,274.0
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4.0,A6,regular gasoline,12.7,9.6,11.3,25.0,263.0
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,diesel,12.1,8.4,10.4,27.0,280.0
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6.0,A8,regular gasoline,14.0,9.9,12.2,23.0,286.0
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,diesel,12.5,10.7,11.7,24.0,315.0
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6.0,A8,regular gasoline,15.0,13.0,14.1,20.0,331.0
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8.0,AS8,premium gasoline,15.2,8.9,12.4,23.0,290.0
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8.0,M7,premium gasoline,14.2,9.0,11.9,24.0,278.0
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8.0,AS8,premium gasoline,17.6,10.3,14.3,20.0,336.0
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8.0,M7,premium gasoline,15.6,10.6,13.4,21.0,312.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,AS6,regular gasoline,7.9,5.9,7.0,40.0,165.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,M6,regular gasoline,8.3,6.0,7.3,39.0,170.0
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4.0,AS6,regular gasoline,8.1,6.0,7.2,39.0,169.0
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,A9,diesel,7.6,5.0,6.4,44.0,172.0
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,M6,diesel,7.7,4.5,6.3,45.0,169.0
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4.0,AS6,regular gasoline,8.1,6.2,7.3,39.0,172.0
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4.0,M6,regular gasoline,8.3,6.4,7.4,38.0,173.0
CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4.0,AS6,regular gasoline,8.4,6.4,7.5,38.0,176.0
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.0,7.5,9.4,30.0,221.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.0,7.5,9.4,30.0,221.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,ethanol,15.6,11.0,13.6,21.0,223.0
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6.0,A6,regular gasoline,14.1,9.7,12.1,23.0,285.0
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.5,8.3,10.1,28.0,237.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,regular gasoline,11.5,8.3,10.1,28.0,237.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,ethanol,16.3,11.8,14.2,20.0,234.0
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6.0,A6,regular gasoline,15.0,10.4,13.0,22.0,304.0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,regular gasoline,21.8,14.8,18.6,15.0,438.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,regular gasoline,22.3,14.9,19.0,15.0,445.0
CHEVROLET,IMPALA,FULL-SIZE,2.5,4.0,AS6,regular gasoline,10.9,7.9,9.5,30.0,224.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,regular gasoline,12.5,8.3,10.6,27.0,249.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,ethanol,17.0,11.7,14.6,19.0,240.0
CHEVROLET,MALIBU,MID-SIZE,1.5,4.0,A6,regular gasoline,8.8,6.5,7.8,36.0,182.0
CHEVROLET,MALIBU,MID-SIZE,2.0,4.0,A9,premium gasoline,10.7,7.1,9.1,31.0,212.0
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4.0,AV,regular gasoline,4.8,5.5,5.1,55.0,121.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,regular gasoline,14.6,10.3,12.7,22.0,297.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,regular gasoline,15.2,10.7,13.1,22.0,309.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8.0,A8,premium gasoline,15.9,11.2,13.8,20.0,324.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,regular gasoline,13.4,10.0,11.9,24.0,279.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,ethanol,19.3,14.3,17.1,17.0,284.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,regular gasoline,14.6,10.3,12.7,22.0,298.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,ethanol,19.7,13.9,17.1,17.0,284.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,regular gasoline,15.9,11.5,13.9,20.0,327.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8.0,A8,premium gasoline,16.0,11.7,14.1,20.0,330.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,regular gasoline,14.1,10.6,12.5,23.0,294.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,ethanol,20.2,15.2,18.0,16.0,294.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,regular gasoline,15.0,10.7,13.1,22.0,307.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,ethanol,20.7,14.4,17.9,16.0,315.0
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,regular gasoline,14.4,11.2,13.0,22.0,303.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,AS6,regular gasoline,8.8,6.6,7.8,36.0,184.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,M6,regular gasoline,8.4,6.3,7.4,38.0,174.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,AS6,regular gasoline,9.7,6.9,8.4,34.0,197.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,M5,regular gasoline,9.2,7.1,8.3,34.0,194.0
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4.0,AS6,regular gasoline,8.8,6.6,7.8,36.0,184.0
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4.0,M6,regular gasoline,8.4,6.3,7.4,38.0,174.0
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4.0,AS6,regular gasoline,9.7,6.9,8.4,34.0,197.0
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4.0,M5,regular gasoline,9.2,7.1,8.3,34.0,194.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,AV,regular gasoline,7.8,6.2,7.1,40.0,167.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,M5,regular gasoline,8.0,6.2,7.2,39.0,168.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8.0,A6,regular gasoline,15.1,10.4,13.0,22.0,305.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,regular gasoline,15.1,10.4,13.0,22.0,305.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,ethanol,20.0,13.5,17.1,17.0,284.0
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8.0,A6,ethanol,22.1,15.4,19.1,15.0,317.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8.0,A6,regular gasoline,15.1,10.4,13.0,22.0,305.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,regular gasoline,15.1,10.4,13.0,22.0,305.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,ethanol,20.0,13.5,17.1,17.0,284.0
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8.0,A6,ethanol,20.8,14.5,18.0,16.0,299.0
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6.0,A6,regular gasoline,15.7,10.6,13.4,21.0,315.0
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6.0,A6,regular gasoline,16.0,10.9,13.7,21.0,322.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,AS6,regular gasoline,9.3,7.2,8.3,34.0,194.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4.0,M6,regular gasoline,9.2,7.1,8.2,34.0,194.0
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4.0,AS6,regular gasoline,9.8,7.7,8.8,32.0,208.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,regular gasoline,10.2,6.6,8.6,33.0,201.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,ethanol,13.9,8.9,11.7,24.0,192.0
CHRYSLER,200 FFV,MID-SIZE,3.6,6.0,A9,regular gasoline,12.4,7.6,10.2,28.0,241.0
CHRYSLER,200 FFV,MID-SIZE,3.6,6.0,A9,ethanol,16.8,10.4,13.9,20.0,230.0
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6.0,A9,regular gasoline,12.8,8.3,10.8,26.0,252.0
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6.0,A9,ethanol,17.1,11.1,14.4,20.0,237.0
CHRYSLER,300,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.4,7.8,10.3,27.0,242.0
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8.0,A8,regular gasoline,14.7,9.4,12.3,23.0,289.0
CHRYSLER,300 AWD,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.7,11.0,26.0,258.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.7,11.0,26.0,258.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,ethanol,17.6,12.0,15.0,19.0,248.0
CHRYSLER,PACIFICA,MINIVAN,3.6,6.0,A9,regular gasoline,12.9,8.4,10.9,26.0,257.0
CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6.0,A9,regular gasoline,12.4,8.4,10.6,27.0,249.0
DODGE,CHALLENGER,MID-SIZE,5.7,8.0,M6,premium gasoline,15.6,10.1,13.1,22.0,307.0
DODGE,CHALLENGER,MID-SIZE,6.4,8.0,M6,premium gasoline,16.7,10.4,13.9,20.0,325.0
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8.0,A8,regular gasoline,14.7,9.4,12.3,23.0,289.0
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,premium gasoline,15.6,9.6,12.9,22.0,302.0
DODGE,CHALLENGER GT,MID-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.7,11.0,26.0,258.0
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8.0,M6,premium gasoline,16.7,10.4,13.9,20.0,325.0
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8.0,A8,premium gasoline,15.6,9.6,12.9,22.0,302.0
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8.0,M6,premium gasoline,18.1,11.4,15.1,19.0,352.0
DODGE,CHARGER,FULL-SIZE,3.6,6.0,A5,regular gasoline,13.7,9.0,11.6,24.0,271.0
DODGE,CHARGER,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.4,7.8,10.3,27.0,242.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,regular gasoline,15.6,9.7,12.9,22.0,302.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A8,regular gasoline,14.7,9.4,12.3,23.0,289.0
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8.0,A8,premium gasoline,15.6,9.6,12.9,22.0,302.0
DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.7,11.0,26.0,258.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,regular gasoline,12.8,8.7,11.0,26.0,258.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,ethanol,17.6,12.0,15.0,19.0,248.0
DODGE,CHARGER AWD,FULL-SIZE,5.7,8.0,A5,regular gasoline,16.0,10.1,13.3,21.0,312.0
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8.0,A8,premium gasoline,15.6,9.6,12.9,22.0,302.0
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6.0,A8,regular gasoline,12.7,9.6,11.3,25.0,265.0
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8.0,A8,regular gasoline,16.6,10.7,14.0,20.0,328.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,ethanol,19.4,13.3,16.7,17.0,274.0
DODGE,JOURNEY,SUV - SMALL,2.4,4.0,A4,regular gasoline,12.7,9.2,11.1,25.0,261.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,regular gasoline,14.2,9.5,12.1,23.0,284.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,ethanol,19.1,13.2,16.4,17.0,274.0
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6.0,A6,regular gasoline,14.5,10.0,12.4,23.0,292.0
DODGE,VIPER,TWO-SEATER,8.4,10.0,M6,premium gasoline,19.9,12.6,16.6,17.0,387.0
FIAT,124 SPIDER,TWO-SEATER,1.4,4.0,A6,regular gasoline,9.3,6.5,8.0,35.0,187.0
FIAT,124 SPIDER,TWO-SEATER,1.4,4.0,M6,regular gasoline,9.0,6.7,7.9,36.0,185.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,A6,regular gasoline,8.7,7.1,8.0,35.0,186.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.0,6.5,7.3,39.0,171.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,A6,regular gasoline,8.7,7.1,8.0,35.0,186.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,M5,regular gasoline,7.7,6.1,7.0,40.0,163.0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,A6,regular gasoline,9.7,7.4,8.7,32.0,202.0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,7.1,7.9,36.0,186.0
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,A6,regular gasoline,9.7,7.4,8.7,32.0,202.0
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4.0,M5,regular gasoline,8.5,7.1,7.9,36.0,186.0
FIAT,500L,STATION WAGON - SMALL,1.4,4.0,A6,regular gasoline,10.7,7.9,9.4,30.0,221.0
FIAT,500X,SUV - SMALL,1.4,4.0,M6,regular gasoline,9.5,7.1,8.4,34.0,197.0
FIAT,500X,SUV - SMALL,2.4,4.0,A9,regular gasoline,10.7,7.7,9.3,30.0,219.0
FIAT,500X AWD,SUV - SMALL,2.4,4.0,A9,regular gasoline,11.0,8.0,9.7,29.0,226.0
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4.0,AV,regular gasoline,5.7,6.2,5.9,48.0,138.0
FORD,EDGE,SUV - SMALL,2.0,4.0,AS6,regular gasoline,11.5,8.0,9.9,29.0,233.0
FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4.0,AS6,regular gasoline,11.3,8.0,9.8,29.0,230.0
FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,regular gasoline,13.5,9.1,11.5,25.0,270.0
FORD,EDGE AWD,SUV - SMALL,2.0,4.0,AS6,regular gasoline,11.9,8.6,10.4,27.0,244.0
FORD,EDGE AWD,SUV - SMALL,2.7,6.0,AS6,regular gasoline,13.8,9.8,12.0,24.0,281.0
FORD,EDGE AWD,SUV - SMALL,3.5,6.0,AS6,regular gasoline,13.9,10.0,12.1,23.0,284.0
FORD,ESCAPE,SUV - SMALL,1.5,4.0,AS6,regular gasoline,10.2,7.8,9.1,31.0,214.0
FORD,ESCAPE,SUV - SMALL,2.0,4.0,AS6,regular gasoline,10.6,8.0,9.5,30.0,222.0
FORD,ESCAPE FFV,SUV - SMALL,2.5,4.0,AS6,regular gasoline,11.1,8.1,9.7,29.0,229.0
FORD,ESCAPE FFV,SUV - SMALL,2.5,4.0,AS6,ethanol,15.2,10.8,13.3,21.0,219.0
FORD,ESCAPE AWD,SUV - SMALL,1.5,4.0,AS6,regular gasoline,10.7,8.3,9.6,29.0,226.0
FORD,ESCAPE AWD,SUV - SMALL,2.0,4.0,AS6,regular gasoline,11.5,8.7,10.2,28.0,239.0
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,15.9,12.0,14.2,20.0,333.0
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,16.1,12.2,14.3,20.0,337.0
FORD,EXPLORER,SUV - STANDARD,2.3,4.0,AS6,regular gasoline,12.6,8.6,10.8,26.0,254.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,13.9,9.7,12.0,24.0,281.0
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4.0,AS6,regular gasoline,13.1,9.2,11.3,25.0,266.0
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.8,10.7,13.0,22.0,305.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,14.4,10.5,12.6,22.0,296.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,ethanol,19.6,14.2,17.2,16.0,284.0
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,regular gasoline,12.2,9.3,10.9,26.0,256.0
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6.0,AS6,regular gasoline,12.4,9.8,11.2,25.0,263.0
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6.0,AS6,regular gasoline,13.1,9.8,11.6,24.0,272.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,12.7,9.5,11.3,25.0,264.0
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,13.0,10.2,11.7,24.0,274.0
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,13.8,10.7,12.4,23.0,290.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6.0,A6,regular gasoline,13.2,9.7,11.6,24.0,272.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6.0,A6,ethanol,17.9,13.2,15.8,18.0,258.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,15.4,10.6,13.2,21.0,310.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,20.5,14.3,17.7,16.0,291.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,16.8,11.8,14.5,19.0,340.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,20.5,14.3,17.7,16.0,291.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,regular gasoline,13.1,10.2,11.8,24.0,276.0
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6.0,AS6,regular gasoline,13.5,11.2,12.5,23.0,293.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,13.6,10.3,12.1,23.0,284.0
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,13.6,10.7,12.3,23.0,288.0
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6.0,AS10,regular gasoline,14.0,11.0,12.7,22.0,298.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,regular gasoline,14.0,10.6,12.5,23.0,293.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,ethanol,19.0,14.3,16.9,17.0,281.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,15.9,11.3,13.8,20.0,323.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,21.5,15.1,18.6,15.0,305.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,regular gasoline,16.0,11.8,14.1,20.0,330.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,21.5,15.1,18.6,15.0,306.0
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,ethanol,22.2,16.5,19.6,14.0,326.0
